"Rk" "Season" "Tm" "Lg" "G" "W" "L" "W/L%" "MP" "FG" "FGA" "2P" "2PA" "3P" "3PA" "FT" "FTA" "ORB" "DRB" "TRB" "AST" "STL" "BLK" "TOV" "PF" "PTS"
"60" 260 "2010-11" "IND*" "NBA" 82 37 45 0.451 241.2 36.6 82.8 29.5 62.6 7.1 20.2 19.4 24.8 11.1 32.4 43.5 19.6 7.1 5.6 15.4 21.7 99.8
"61" 261 "2010-11" "HOU" "NBA" 82 43 39 0.524 242.4 38.7 85.1 30.4 62.6 8.3 22.5 20.3 25.4 11.7 31.1 42.8 23.8 7.1 4.5 13.5 20 105.9
"62" 262 "2010-11" "GSW" "NBA" 82 36 46 0.439 241.8 39.6 85.9 31.3 64.6 8.4 21.3 15.7 20.7 11.6 28.9 40.5 22.5 9 5 14.6 22 103.4
"63" 263 "2010-11" "DET" "NBA" 82 30 52 0.366 242.4 37.3 81.1 31.5 65.7 5.8 15.3 16.7 22.6 11.4 27.3 38.6 21.1 7.3 4 13 19.9 97
"64" 264 "2010-11" "DEN*" "NBA" 82 50 32 0.61 240.3 38.4 80.6 30.3 59.9 8.1 20.8 22.7 29.6 9.6 32.3 42 22.1 7.4 4.3 14.1 21 107.5
"65" 265 "2010-11" "DAL*" "NBA" 82 57 25 0.695 240.3 37.4 78.8 29.6 57.3 7.9 21.6 17.5 22.6 9.5 31.9 41.4 23.8 6.8 4.3 14 19.2 100.2
"66" 266 "2010-11" "CLE" "NBA" 82 19 63 0.232 240.9 35.2 81.1 29 62.9 6.2 18.2 18.9 25.3 10.4 29.9 40.3 21 6.6 4.2 14.2 20.1 95.5
"67" 267 "2010-11" "CHI*" "NBA" 82 62 20 0.756 241.8 37.1 80.3 30.9 63.1 6.2 17.3 18.2 24.5 11.8 32.4 44.2 22.3 7.2 5.7 14.2 20 98.6
"68" 268 "2010-11" "CHA" "NBA" 82 34 48 0.415 241.5 35 77.6 30.2 63 4.8 14.7 18.4 24.4 10.3 29.8 40.1 21.1 6.4 5.3 14.5 20 93.3
"69" 269 "2010-11" "BOS*" "NBA" 82 56 26 0.683 241.2 36.9 75.8 31.9 62.2 5 13.6 17.8 23.1 7.8 31 38.8 23.4 8.2 4.2 14.6 20.5 96.5
"70" 270 "2010-11" "ATL*" "NBA" 82 44 38 0.537 240.6 36.2 78.4 30.1 61 6.1 17.4 16.4 21.1 9.3 30 39.3 22 6.1 4.2 13.6 19 95
"71" 271 "2009-10" "WAS" "NBA" 82 26 56 0.317 241.8 36.7 81.7 31.4 66.8 5.3 14.9 17.6 23.1 11.8 30 41.8 19 6 5.1 14.9 21.4 96.2
"72" 272 "2009-10" "UTA*" "NBA" 82 53 29 0.646 240.9 39.4 80.2 34 65.5 5.4 14.7 20.2 27.2 10.6 31.6 42.2 26.7 8.2 4.9 15.2 22.7 104.2
"73" 273 "2009-10" "TOR" "NBA" 82 40 42 0.488 241.2 39 80.9 32.7 63.8 6.3 17 19.7 25.8 9.8 30.6 40.4 22 5.7 4.7 13.4 22.2 104.1
"74" 274 "2009-10" "SAS*" "NBA" 82 50 32 0.61 241.2 38.4 81.2 31.7 62.3 6.8 18.9 17.8 24 10.8 32 42.8 22.3 6.3 4.6 13.6 20.4 101.4
"75" 275 "2009-10" "SAC" "NBA" 82 25 57 0.305 242.4 38.3 84.1 32.5 67.2 5.9 16.9 17.4 24 11.9 30.7 42.6 20.5 6.9 4.5 15 22.3 100
"76" 276 "2009-10" "POR*" "NBA" 82 50 32 0.61 242.1 36.3 78.7 30.3 61.8 6 16.9 19.6 24.8 11.1 29.1 40.2 20.4 6.4 4.3 12.3 20.9 98.1
"77" 277 "2009-10" "PHO*" "NBA" 82 54 28 0.659 240.6 40.7 82.8 31.8 61.2 8.9 21.6 19.9 25.8 11.1 31.9 43 23.3 5.8 5.1 14.8 20.9 110.2
"78" 278 "2009-10" "PHI" "NBA" 82 27 55 0.329 241.5 37.6 81.8 31.9 64.9 5.8 16.8 16.7 22 11.5 29.5 41 21 8.1 5.4 14.5 20.5 97.7
"79" 279 "2009-10" "ORL*" "NBA" 82 59 23 0.72 240.6 36.6 78 26.4 50.6 10.3 27.3 19.2 26.5 9.9 33.4 43.2 19.7 6.2 5.6 14.1 19.9 102.8
"80" 280 "2009-10" "OKC*" "NBA" 82 50 32 0.61 241.5 37.4 80.8 32.3 65.9 5.1 15 21.7 27 11.7 31.8 43.5 20 8 5.9 15 21.3 101.5
"81" 281 "2009-10" "NYK" "NBA" 82 29 53 0.354 242.4 38.1 83.9 29.1 57.7 9.1 26.2 16.8 21.5 10.2 30.2 40.4 21.6 7.1 3.7 14 20 102.1
"82" 282 "2009-10" "NOH" "NBA" 82 37 45 0.451 241.8 38.8 83.4 31.8 64.3 7 19.2 15.8 20.3 10.4 29.9 40.3 22.3 7.6 3.7 13.5 19.6 100.2
"83" 283 "2009-10" "NJN" "NBA" 82 12 70 0.146 241.2 34.3 79.9 29.7 65.5 4.6 14.5 19.2 24.6 10.9 28.8 39.7 18.8 7 4.8 14.4 20 92.4
"84" 284 "2009-10" "MIN" "NBA" 82 15 67 0.183 241.2 37.9 84.4 33 70 4.9 14.4 17.5 23.5 11.7 31.2 42.9 19.8 7.3 3.7 16.3 20.7 98.2
"85" 285 "2009-10" "MIL*" "NBA" 82 46 36 0.561 243.7 37.2 85.3 29.3 63.2 7.9 22.1 15.4 20.4 11.8 31.2 43 21.2 7.1 4.7 13.2 22.2 97.7
"86" 286 "2009-10" "MIA*" "NBA" 82 47 35 0.573 242.4 36.4 79.5 30.4 62.1 6 17.4 17.7 23.5 10.7 31.1 41.8 18.9 7.4 5.6 13.2 20.9 96.5
"87" 287 "2009-10" "MEM" "NBA" 82 40 42 0.488 242.7 39.3 83.8 35.1 71.4 4.2 12.4 19.7 26.9 13 30.4 43.5 18.8 7.9 4.9 15.2 20.2 102.5
"88" 288 "2009-10" "LAL*" "NBA" 82 57 25 0.695 241.8 38.3 83.8 31.9 64.8 6.5 19 18.5 24.2 11.9 32.5 44.3 21.1 7.5 4.9 13.4 19.4 101.7
"89" 289 "2009-10" "LAC" "NBA" 82 29 53 0.354 240.3 36.6 80.5 30.7 62.7 5.9 17.8 16.6 22.8 11.3 30.5 41.8 22.1 6.5 5.7 15.7 19.3 95.7
"90" 290 "2009-10" "IND" "NBA" 82 32 50 0.39 240.3 36.8 83.2 28.8 60.1 8 23.1 19.1 24.6 9.6 31.9 41.5 21.1 7.1 5.4 15 22.5 100.8
"91" 291 "2009-10" "HOU" "NBA" 82 42 40 0.512 242.7 37.7 84.4 29.9 62 7.9 22.4 19 24.7 11.8 30.1 42 21.8 7.1 3.9 14.5 20.9 102.4
"92" 292 "2009-10" "GSW" "NBA" 82 26 56 0.317 240.6 40.6 86.5 32.9 65.9 7.7 20.6 19.9 25.4 9.2 29.2 38.4 22.4 9.3 4.1 14.7 23 108.8
"93" 293 "2009-10" "DET" "NBA" 82 27 55 0.329 241.2 35.9 80.5 31.3 66 4.6 14.5 17.7 24.4 12.8 27.3 40.2 19.4 7.3 3.8 13.4 22.2 94
"94" 294 "2009-10" "DEN*" "NBA" 82 53 29 0.646 241.2 38.1 81.4 31.5 62.9 6.6 18.5 23.6 30.6 10.8 30.5 41.4 21 8.3 5.1 13.9 22.5 106.5
"95" 295 "2009-10" "DAL*" "NBA" 82 55 27 0.671 242.4 38.3 82.4 31.5 64.2 6.8 18.3 18.6 22.8 10.2 31.5 41.7 23.4 7.6 5.5 12.9 19.1 102
"96" 296 "2009-10" "CLE*" "NBA" 82 61 21 0.744 241.2 37.8 77.9 30.5 58.6 7.3 19.3 19.1 26.6 9.6 32.8 42.5 22.4 6.9 5.2 13.9 19.4 102.1
"97" 297 "2009-10" "CHI*" "NBA" 82 41 41 0.5 242.7 37.6 83.2 33.3 70.2 4.3 13 18 23.9 11.4 33.1 44.5 20.8 6.5 5.8 14.3 20.1 97.5
"98" 298 "2009-10" "CHA*" "NBA" 82 44 38 0.537 242.4 34.9 76.9 29.2 60.7 5.6 16.2 20 26.6 10.5 30.4 40.8 20.2 7.7 5.4 15.7 19.5 95.3
"99" 299 "2009-10" "BOS*" "NBA" 82 50 32 0.61 241.2 37.1 76.8 31 59.3 6.1 17.5 19 25.5 8.7 29.9 38.6 23.5 8.5 4.9 14.9 22.1 99.2
"100" 300 "2009-10" "ATL*" "NBA" 82 53 29 0.646 242.1 38.8 82.9 32.4 65.2 6.4 17.7 17.7 23.3 11.8 29.9 41.7 21.8 7.2 5 12 19.9 101.7
"1" 301 "2008-09" "WAS" "NBA" 82 19 63 0.232 240.3 36.5 81.2 31.7 66.5 4.8 14.6 18.2 23.8 11.7 28.4 40.1 20 7.5 4.5 14 20.5 96.1
"2" 302 "2008-09" "UTA*" "NBA" 82 48 34 0.585 242.4 38.3 80.8 33.5 67.1 4.8 13.7 22.1 28.7 11.5 29.5 41 24.7 8.8 4.6 14.8 22.3 103.6
"3" 303 "2008-09" "TOR" "NBA" 82 33 49 0.402 241.5 37.2 81.4 31.4 65.7 5.8 15.7 18.7 22.7 9.8 30.6 40.4 22.4 6.4 4.8 13.4 19.4 99
"4" 304 "2008-09" "SAS*" "NBA" 82 54 28 0.659 242.7 37.1 79.7 29.5 59.9 7.6 19.8 15.2 20 8.9 32.2 41 21.2 5.8 4 11.7 18.9 97
"5" 305 "2008-09" "SAC" "NBA" 82 17 65 0.207 242.7 36.5 81.5 29.3 62.1 7.1 19.4 20.5 25.7 10.2 28.9 39.1 19.7 6.9 4.3 15.4 23.3 100.6
"6" 306 "2008-09" "POR*" "NBA" 82 54 28 0.659 241.8 36.8 79.2 29.5 60.2 7.3 19 18.5 24.2 12.9 28.8 41.7 20.3 6.7 4.9 12.9 20.4 99.4
"7" 307 "2008-09" "PHO" "NBA" 82 46 36 0.561 240.9 41.1 81.6 34.4 64 6.7 17.6 20.4 27.5 11 30.7 41.7 23.2 7.2 5.1 15.7 20.6 109.4
"8" 308 "2008-09" "PHI*" "NBA" 82 41 41 0.5 240.9 36.5 79.7 32.4 66.6 4.2 13.1 20.1 27 12.7 28.5 41.2 20.1 8 5.1 14.1 20.1 97.4
"9" 309 "2008-09" "ORL*" "NBA" 82 59 23 0.72 240.6 35.7 78.2 25.8 52.1 10 26.2 19.6 27.5 10 33.3 43.3 19.4 7 5.4 13.9 20.3 101
"10" 310 "2008-09" "OKC" "NBA" 82 23 59 0.28 241.5 36.6 81.9 32.6 70.3 4 11.6 19.8 25.2 12.2 30.5 42.6 20.3 7.4 4.5 16.2 20.2 97
"11" 311 "2008-09" "NYK" "NBA" 82 32 50 0.39 241.5 38.5 86.5 28.5 58.6 10 27.9 18.2 23.2 11.1 31 42.1 21.2 7.4 2.5 14.3 20.4 105.2
"12" 312 "2008-09" "NOH*" "NBA" 82 49 33 0.598 240.9 35.5 77.6 28.7 59 6.8 18.6 18 22.4 9.8 29.9 39.7 19.6 7.2 4.1 12.5 20.3 95.8
"13" 313 "2008-09" "NJN" "NBA" 82 34 48 0.415 241.8 35.7 79.7 27.7 58.5 8 21.2 18.8 24.1 10.4 29.5 39.8 20 6.8 4.8 13.1 22.4 98.1
"14" 314 "2008-09" "MIN" "NBA" 82 24 58 0.293 241.5 36.4 82.5 29.8 63.7 6.6 18.8 18.3 23.9 11.9 29.8 41.7 20.4 6.2 3.9 14.2 21.8 97.8
"15" 315 "2008-09" "MIL" "NBA" 82 34 48 0.415 241.2 36.7 82.4 30.5 65.2 6.2 17.2 19.7 25.2 11.9 28.9 40.7 22 7.4 3.8 14.1 24.2 99.3
"16" 316 "2008-09" "MIA*" "NBA" 82 43 39 0.524 243.4 37 81 29.9 61.2 7.1 19.9 17.2 22.8 10.1 29.4 39.5 20.4 7.9 5.5 12.5 20.7 98.3
"17" 317 "2008-09" "MEM" "NBA" 82 24 58 0.293 241.5 34.9 77 30.1 63.5 4.9 13.5 19.1 25.3 10.3 28.5 38.8 17.4 7.5 4.7 15.3 21.7 93.9
"18" 318 "2008-09" "LAL*" "NBA" 82 65 17 0.793 241.2 40.3 85.1 33.7 66.6 6.7 18.5 19.6 25.5 12.4 31.5 43.9 23.3 8.8 5.1 13.5 20.7 106.9
"19" 319 "2008-09" "LAC" "NBA" 82 19 63 0.232 242.4 36 81.7 29.5 63.2 6.5 18.5 16.5 22.4 10.9 29 39.8 21 7 5.9 14.9 20.1 95.1
"20" 320 "2008-09" "IND" "NBA" 82 36 46 0.439 241.8 39.3 86.3 31.3 65.3 8 21 18.6 23 11.3 32.5 43.7 21.6 7 5.3 14.5 23.1 105.1
"21" 321 "2008-09" "HOU*" "NBA" 82 53 29 0.646 241.5 36.1 79.6 28.5 59.4 7.6 20.2 18.7 23.2 10.5 32.5 43 20.3 6.7 4.3 14.1 18.9 98.4
"22" 322 "2008-09" "GSW" "NBA" 82 29 53 0.354 242.4 39.4 86 32.7 68 6.7 18 23.1 29.2 11.6 30.4 42 20.9 7.8 6.4 14.6 22.5 108.6
"23" 323 "2008-09" "DET*" "NBA" 82 39 43 0.476 242.7 36.4 80 31.8 66.8 4.6 13.2 16.9 22.5 11.6 29.9 41.4 20.6 6 4.6 11.9 20.9 94.2
"24" 324 "2008-09" "DEN*" "NBA" 82 54 28 0.659 240.6 37.3 79.4 30.6 61.4 6.7 18 23.1 30.3 11 30.6 41.6 22.2 8.7 6 15.3 22.9 104.3
"25" 325 "2008-09" "DAL*" "NBA" 82 50 32 0.61 241.5 38.1 82.6 31.2 62.7 7 19.9 18.5 22.6 11.1 31.6 42.7 21.7 7.2 5.2 12.7 19.5 101.7
"26" 326 "2008-09" "CLE*" "NBA" 82 66 16 0.805 241.2 36.9 78.7 28.9 58.3 8 20.4 18.6 24.5 10.8 31.4 42.2 20.3 7.2 5.3 12.7 20.3 100.3
"27" 327 "2008-09" "CHI*" "NBA" 82 41 41 0.5 243 38.1 83.5 32.1 67.7 6 15.8 19.9 25 11.8 30.3 42.1 21.1 7.5 5.5 14.5 20.8 102.2
"28" 328 "2008-09" "CHA" "NBA" 82 35 47 0.427 243 35 76.8 29 60.5 6 16.3 17.7 24 10.8 28.9 39.7 21.2 7.1 4.8 15.6 21.4 93.6
"29" 329 "2008-09" "BOS*" "NBA" 82 62 20 0.756 242.4 37.5 77.2 30.9 60.7 6.6 16.5 19.4 25.3 10.6 31.5 42.1 22.7 7.6 4.7 15.6 23.1 100.9
"30" 330 "2008-09" "ATL*" "NBA" 82 47 35 0.573 240.3 36 78.7 28.8 58.8 7.3 19.9 18.7 25.4 10.6 29.4 40 20.2 7.4 4.6 12.8 19.6 98.1
"31" 331 "2007-08" "WAS*" "NBA" 82 43 39 0.524 242.7 36.4 81.6 29.4 62 7 19.7 19 24.3 12.3 29.3 41.6 19.6 7.7 4.8 13.2 19.6 98.8
"32" 332 "2007-08" "UTA*" "NBA" 82 54 28 0.659 240.3 40 80.4 35 67 5 13.4 21.3 28 11.5 29.4 40.9 26.4 8.7 4.3 14.6 24 106.2
"33" 333 "2007-08" "TOR*" "NBA" 82 41 41 0.5 241.8 38.4 82 31.4 64.2 7 17.8 16.4 20.2 9.6 30.4 40.1 23.8 7 4.1 11.7 19.5 100.2
"34" 334 "2007-08" "SEA" "NBA" 82 20 62 0.244 241.8 38.1 85.8 34.3 74.3 3.8 11.5 17.5 22.8 11.8 32.8 44.6 21.3 6.5 4.9 16 20.5 97.5
"35" 335 "2007-08" "SAS*" "NBA" 82 56 26 0.683 240.6 35.8 78.3 28.6 58.7 7.2 19.6 16.5 21.6 9.4 31.9 41.3 21 6.4 4.1 12.6 18.7 95.4
"36" 336 "2007-08" "SAC" "NBA" 82 38 44 0.463 241.8 37.1 80 30.9 63.3 6.2 16.7 22.1 27.7 10.1 30 40.1 19.1 7.9 4.1 16.1 22.4 102.5
"37" 337 "2007-08" "POR" "NBA" 82 41 41 0.5 242.7 35.8 79.8 29.2 62.4 6.6 17.4 17.2 22.5 11 29.7 40.7 21.1 5.5 4.4 12.9 20 95.4
"38" 338 "2007-08" "PHO*" "NBA" 82 55 27 0.671 241.2 41.4 82.7 32.9 61.2 8.5 21.5 18.9 24.1 8.8 32.7 41.5 26.7 6.5 6.3 14.4 19.9 110.1
"39" 339 "2007-08" "PHI*" "NBA" 82 40 42 0.488 240.9 37.3 81.1 33.6 69.5 3.7 11.6 18.4 26.1 13 28.9 41.9 20.4 8.7 4.9 14.3 19.8 96.6
"40" 340 "2007-08" "ORL*" "NBA" 82 52 30 0.634 241.2 37.3 78.6 27.5 53.3 9.8 25.3 20.1 27.9 9.4 32.6 42 20.8 6.3 4.1 14.3 20.6 104.5
"41" 341 "2007-08" "NYK" "NBA" 82 23 59 0.28 242.4 36.2 82.4 30.2 64.7 6 17.7 18.6 25.5 12.5 30 42.5 18.7 6.4 2.6 14.5 21.5 96.9
"42" 342 "2007-08" "NOH*" "NBA" 82 56 26 0.683 241.5 38.6 82.9 30.9 63.1 7.7 19.8 16 20.8 11.4 30.4 41.8 21.8 7.8 3.9 11.9 18.7 100.9
"43" 343 "2007-08" "NJN" "NBA" 82 34 48 0.415 241.8 34.8 78.7 28.8 61.2 6.1 17.4 20.1 27.3 11.1 30.7 41.9 23.5 6.4 4.8 15 22.6 95.8
"44" 344 "2007-08" "MIN" "NBA" 82 22 60 0.268 240.6 37.5 83.1 32.1 67.8 5.4 15.4 15.2 20.6 11.8 29.6 41.4 19.9 7.5 3.7 14.5 23 95.6
"45" 345 "2007-08" "MIL" "NBA" 82 26 56 0.317 242.1 36.9 82.3 31.4 66.2 5.5 16 17.7 24.1 12.9 28.8 41.7 21.5 6.6 4.4 14.8 21.3 97
"46" 346 "2007-08" "MIA" "NBA" 82 15 67 0.183 241.8 34.2 77.3 28.3 60.5 6 16.7 16.9 23.2 9.1 28.6 37.6 20 7.2 4.3 14.7 20.4 91.4
"47" 347 "2007-08" "MEM" "NBA" 82 22 60 0.268 241.5 37.3 82.2 29.8 60.5 7.6 21.7 18.5 25.6 10.3 31.3 41.6 19.2 6.1 4.7 15.3 19.4 100.7
"48" 348 "2007-08" "LAL*" "NBA" 82 57 25 0.695 241.2 39.6 83.1 31.5 61.8 8.1 21.4 21.3 27.7 11 33.2 44.1 24.4 8 5.3 14.1 20.6 108.6
"49" 349 "2007-08" "LAC" "NBA" 82 23 59 0.28 241.5 34.4 78.6 30.1 65.4 4.3 13.2 20.8 26.6 9.8 30.4 40.1 21.1 6.8 4.9 14.4 21.3 93.8
"50" 350 "2007-08" "IND" "NBA" 82 36 46 0.439 240.9 37.8 85.3 28.6 60.6 9.2 24.6 19.1 24.9 11 32.1 43.1 22.7 7.6 5 15.1 23.4 104
"51" 351 "2007-08" "HOU*" "NBA" 82 55 27 0.671 240.6 36.6 81.7 29.5 60.9 7.1 20.8 16.4 22.5 12.2 32.4 44.6 21.4 7.3 5.1 13.7 19.6 96.7
"52" 352 "2007-08" "GSW" "NBA" 82 48 34 0.585 241.2 41.5 90.3 32.2 63.7 9.3 26.6 18.8 24.9 12.7 30.4 43.2 22.4 9.1 4.6 13.2 22.9 111
"53" 353 "2007-08" "DET*" "NBA" 82 59 23 0.72 240.6 36.6 79.9 30.6 63.7 5.9 16.2 18.4 24 11.9 29.5 41.4 22.3 7.1 5.8 11.7 20.6 97.5
"54" 354 "2007-08" "DEN*" "NBA" 82 50 32 0.61 242.1 40.3 85.8 33.4 66.3 6.9 19.6 23.1 30.7 11.2 32.9 44.1 24.7 9.2 6.7 14.7 21.1 110.7
"55" 355 "2007-08" "DAL*" "NBA" 82 51 31 0.622 240.6 36.9 79.5 30.9 62.3 6 17.1 20.6 25.3 10.8 32.2 43 21 6 4.9 12.6 21.8 100.4
"56" 356 "2007-08" "CLE*" "NBA" 82 45 37 0.549 242.1 35.8 81.7 29.1 62.8 6.7 18.8 18 25.1 13.3 31.3 44.6 20 7.1 5.2 14 20.9 96.4
"57" 357 "2007-08" "CHI" "NBA" 82 33 49 0.402 241.5 36.4 83.7 30.6 67.8 5.8 15.9 18.7 24.7 12.8 30.2 43 22.1 7.7 5.2 14.6 21.8 97.3
"58" 358 "2007-08" "CHA" "NBA" 82 32 50 0.39 242.4 36.1 79.9 29.6 62.3 6.5 17.6 18.4 25.8 10.9 29.8 40.6 21.3 7.5 4.9 14.7 21.7 97.1
"59" 359 "2007-08" "BOS*" "NBA" 82 66 16 0.805 240.9 36.4 76.7 29.1 57.6 7.3 19.1 20.5 26.5 10.1 31.9 42 22.4 8.5 4.6 15.2 22.7 100.5
"60" 360 "2007-08" "ATL*" "NBA" 82 37 45 0.451 242.1 36.3 79.9 31.6 66.8 4.7 13.1 21 27.2 12.3 29.9 42.2 22 7.3 5.5 14.9 20.4 98.2
"61" 361 "2006-07" "WAS*" "NBA" 82 41 41 0.5 241.8 37.4 83.2 30.6 63.5 6.8 19.7 22.6 29.6 12.2 29 41.2 20.2 7.7 4.6 13.8 22.2 104.3
"62" 362 "2006-07" "UTA*" "NBA" 82 51 31 0.622 241.5 37.4 78.9 33.1 66 4.3 12.9 22.3 30 12.6 30 42.5 24.7 7 4.1 15.6 25.2 101.5
"63" 363 "2006-07" "TOR*" "NBA" 82 47 35 0.573 240.9 37 79.8 30.5 62 6.5 17.9 19 24.2 9.2 30.2 39.5 22.2 7.1 3.9 13.5 20.4 99.5
"64" 364 "2006-07" "SEA" "NBA" 82 31 51 0.378 241.8 37.2 80.8 30.8 63.1 6.4 17.7 18.4 23.3 11.3 28.3 39.6 20.7 7.7 3.7 15.5 22 99.1
"65" 365 "2006-07" "SAS*" "NBA" 82 58 24 0.707 241.2 36.6 77.2 29.3 58.1 7.3 19 18.1 24.1 9.3 31.4 40.7 22.1 7.2 5.1 13.9 19.4 98.5
"66" 366 "2006-07" "SAC" "NBA" 82 33 49 0.402 241.5 35.9 79.7 29.4 61.2 6.5 18.5 23.1 30.2 9.7 29.2 38.9 20.3 8.2 3.2 14.6 21.9 101.3
"67" 367 "2006-07" "POR" "NBA" 82 32 50 0.39 243.4 35 78 29.9 62.9 5.2 15 18.8 24.5 11.3 28 39.3 18.5 6.8 4.6 15.1 23.5 94.1
"68" 368 "2006-07" "PHO*" "NBA" 82 61 21 0.744 242.7 41.3 83.6 31.7 59.6 9.6 24 18 22.3 9 31.5 40.5 25.9 6.7 4.8 14.5 20.2 110.2
"69" 369 "2006-07" "PHI" "NBA" 82 35 47 0.427 242.4 35.8 78.1 32.3 68.1 3.5 10 20 26 11 28.7 39.7 20.4 7.2 4.8 15.3 20.4 94.9
"70" 370 "2006-07" "ORL*" "NBA" 82 40 42 0.488 241.2 35.1 74.3 30.9 62.5 4.2 11.7 20.5 29.2 11.2 29.5 40.7 18.6 6.9 5.1 17 23.2 94.8
"71" 371 "2006-07" "NYK" "NBA" 82 33 49 0.402 244 35.4 77.5 29.6 60.8 5.8 16.7 20.9 29.2 12.6 30.7 43.3 18.7 6.6 3.2 17.1 23.6 97.5
"72" 372 "2006-07" "NOK" "NBA" 82 39 43 0.476 242.4 36.2 81.4 30.7 66.1 5.5 15.3 17.5 23.7 12.5 30.6 43.1 18.7 6.4 4.2 14.5 19.8 95.5
"73" 373 "2006-07" "NJN*" "NBA" 82 41 41 0.5 242.4 35.5 77.8 28.1 57.4 7.4 20.4 19.1 26.3 10 30.8 40.8 23.9 6.1 3.3 14.8 22.8 97.6
"74" 374 "2006-07" "MIN" "NBA" 82 32 50 0.39 244 36.5 79.3 31.9 66 4.7 13.3 18.3 23.1 10 30.2 40.2 22.5 6.5 4 15.6 21.4 96.1
"75" 375 "2006-07" "MIL" "NBA" 82 28 54 0.341 242.1 38.1 81.9 31.7 63.9 6.4 18 17.1 23.4 11.5 27.7 39.2 21.6 7.2 2.7 15.1 22.2 99.7
"76" 376 "2006-07" "MIA*" "NBA" 82 44 38 0.537 242.1 35.6 76.7 29.2 57.9 6.4 18.8 17 24.6 10 30.8 40.8 20.5 6.9 5.4 14.6 21.3 94.6
"77" 377 "2006-07" "MEM" "NBA" 82 22 60 0.268 243.7 36.6 78.6 30.5 62 6.1 16.6 22.4 29.4 10.6 29 39.5 20.5 6.9 5 16.4 22.3 101.6
"78" 378 "2006-07" "LAL*" "NBA" 82 42 40 0.512 244.3 37.8 81.3 30.4 60.2 7.4 21 20.2 27.1 10.8 30.4 41.2 22.6 7.3 5.1 15.5 23 103.3
"79" 379 "2006-07" "LAC" "NBA" 82 40 42 0.488 240.6 35.1 77 31.3 66 3.8 11 21.6 27.4 10.8 30.3 41.1 21.5 7.3 5.8 15.1 22.7 95.6
"80" 380 "2006-07" "IND" "NBA" 82 35 47 0.427 241.2 35 80 29.2 63.1 5.9 16.9 19.7 25.9 12.1 29.8 41.8 20.5 7.3 5.5 16.3 23.3 95.6
"81" 381 "2006-07" "HOU*" "NBA" 82 52 30 0.634 242.1 35.4 79.6 26.8 56.5 8.6 23.1 17.5 23.2 10.7 32.6 43.3 20.8 7.1 4.1 14.2 20.9 97
"82" 382 "2006-07" "GSW*" "NBA" 82 42 40 0.512 240.9 39.8 86 31.2 62 8.5 24 18.5 25.8 11.5 30 41.4 23.8 9.1 5.7 16 23.6 106.5
"83" 383 "2006-07" "DET*" "NBA" 82 53 29 0.646 242.4 35.9 79.1 30.4 63.2 5.5 15.9 18.8 24.2 11.6 29 40.5 21.6 7.1 5.8 12.2 20.4 96
"84" 384 "2006-07" "DEN*" "NBA" 82 45 37 0.549 241.2 38.6 83 32.7 65.4 5.9 17.6 22.3 29.9 12.2 31.2 43.4 23.4 8.3 5.3 16.5 21.4 105.4
"85" 385 "2006-07" "DAL*" "NBA" 82 67 15 0.817 240.9 36.7 78.6 30.2 61.4 6.5 17.1 20.1 24.9 11.2 30.7 41.9 19.9 6.8 5 13.9 22.4 100
"86" 386 "2006-07" "CLE*" "NBA" 82 50 32 0.61 242.4 36.3 81.2 30.3 64.1 6 17.1 18.1 26 12.7 30.8 43.5 20.8 7.6 4.3 14.4 21.7 96.8
"87" 387 "2006-07" "CHI*" "NBA" 82 49 33 0.598 241.2 37.1 81.3 31.3 66.2 5.9 15.1 18.6 25.4 12 31.7 43.7 22.3 7.8 5.4 16 23.3 98.8
"88" 388 "2006-07" "CHA" "NBA" 82 33 49 0.402 244 36.1 81 30.5 65.4 5.6 15.6 19.1 26 11.2 28.6 39.8 22.4 7.8 4.5 14.9 24.2 96.9
"89" 389 "2006-07" "BOS" "NBA" 82 24 58 0.293 242.1 34.9 78.7 29.1 63.1 5.7 15.6 20.4 26.6 11.2 29.2 40.4 19.9 7.2 4.7 16.5 24 95.8
"90" 390 "2006-07" "ATL" "NBA" 82 30 52 0.366 242.4 34.5 77.7 30.4 65 4.2 12.7 20.5 26.9 11.9 28.2 40.1 19.2 7.4 5.4 15.9 24 93.7
"91" 391 "2005-06" "WAS*" "NBA" 82 42 40 0.512 241.8 36.3 81.2 30.2 64.2 6.1 17 23 30.4 12.6 28.6 41.2 18.6 8 4.1 13.9 22.6 101.7
"92" 392 "2005-06" "UTA" "NBA" 82 41 41 0.5 242.4 33.5 75.7 29.7 64.4 3.8 11.3 21.6 30.1 13.1 29 42.1 21.6 6.4 6 15.7 24.8 92.4
"93" 393 "2005-06" "TOR" "NBA" 82 27 55 0.329 243.4 36.7 81 29.3 61.2 7.4 19.8 20.2 25.5 10.5 27.9 38.5 19.4 6.5 3.3 13.1 24 101.1
"94" 394 "2005-06" "SEA" "NBA" 82 35 47 0.427 241.8 37.5 81.8 30.1 62 7.4 19.9 20.1 25.7 12.4 27.2 39.6 20.7 7.6 3.7 14.7 23.6 102.6
"95" 395 "2005-06" "SAS*" "NBA" 82 63 19 0.768 241.5 36.5 77.3 30.1 60.7 6.4 16.6 16.2 23.1 10.4 31.1 41.5 20.9 6.6 5.7 13.7 20.9 95.6
